GPP_Day,PARin_Day,fAPAR_Day,LE_Day,GPP_MDay,PARin_MDay,fAPAR_MDay,LE_MDay,LAI,LAIgreen,VF,TM_NDVI,TM_EVI2,TM_WDRVI_05,TM_WDRVI_1,TM_Green_NDVI,TM_VARI,TM_CIgreen,MODIS_CIgreen,MERIS_CIre,R_TM_blue,R_TM_green,R_TM_red,R_TM_IR,R_MODIS_green,R_Meris_RE,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700,R_710,R_720,R_730,R_740,R_750,R_760,R_770,R_780,R_790,R_800,R_810,R_820,R_830,R_840,R_850,R_860,R_870,R_880,R_890,R_900
0.233,1036.434,0.182,-62.345,0.076,499.733,0.147,-86.3,0.145,0.145,5.446,0.212,0.142,-0.857,-0.733,0.334,-0.131,1.002,1.053,0.336,10.326,13.876,18.048,27.787,13.532,20.804,6.471,6.942,7.311,7.816,8.236,8.745,9.204,9.664,10.087,10.501,10.968,11.453,11.989,12.553,13.06,13.574,13.961,14.356,14.714,15.127,15.554,15.917,16.341,16.829,17.259,17.574,18.025,18.413,18.846,19.39,20.329,21.279,22.42,23.328,23.961,24.51,24.764,25.617,26.146,26.271,27.003,27.103,27.549,28.032,28.351,28.66,29.405,29.114,29.453,29.754,29.584
0.351,655.214,0.182,-46.029,0.646,1183.933,0.188,-91.383,0.413,0.413,13.734,0.322,0.219,-0.822,-0.674,0.414,-0.106,1.412,1.421,0.599,9.087,12.43,15.374,29.977,12.38,18.747,5.879,6.206,6.665,7.012,7.414,7.791,8.146,8.485,8.829,9.182,9.562,10.012,10.691,11.42,11.98,12.456,12.703,12.829,12.976,13.254,13.564,13.829,14.038,14.441,14.755,15.043,15.25,15.534,16.007,16.591,17.912,19.582,21.744,24.008,25.46,26.548,27.195,27.797,28.242,28.75,29.206,29.609,29.75,30.03,30.608,31.096,31.056,30.894,31.716,32.282,31.423
0.546,769.963,0.321,-93.515,1.156,1594.717,0.311,-201.983,0.905,0.904,29.215,0.477,0.322,-0.753,-0.56,0.53,-0.072,2.257,2.174,1.142,6.763,9.715,11.212,31.637,9.968,14.767,4.341,4.683,4.939,5.242,5.477,5.757,6.03,6.272,6.525,6.756,7.062,7.5,8.201,9.061,9.634,10.063,10.208,10.102,9.955,10.005,10.205,10.333,10.4,10.63,10.846,10.989,11.086,11.252,11.566,12.118,13.603,15.931,18.756,22.843,26.095,28.155,29.372,29.995,30.448,30.51,30.986,31.263,31.692,31.754,31.958,32.583,32.957,32.954,32.902,33.374,31.807
1.005,1001.314,0.48,-170.79,1.895,1636.417,0.462,-284.083,1.928,1.926,45.112,0.627,0.421,-0.642,-0.392,0.632,-0.008,3.437,3.155,1.933,4.825,7.438,7.563,33.003,7.944,11.254,2.959,3.229,3.474,3.743,3.892,4.077,4.265,4.445,4.596,4.757,4.984,5.366,6.111,7.065,7.677,8.05,8.105,7.776,7.414,7.333,7.408,7.351,7.284,7.388,7.449,7.428,7.434,7.445,7.633,8.162,9.845,12.664,16.667,21.773,26.553,29.592,31.179,31.75,31.925,32.62,32.501,32.936,32.916,33.4,33.308,33.478,33.807,34.037,33.973,33.981,33.238
0.943,974.562,0.529,-156.615,0.883,516.65,0.601,-101.55,2.44,2.437,58.309,0.73,0.516,-0.515,-0.22,0.701,0.059,4.681,4.11,2.819,3.921,6.482,5.755,36.828,7.207,9.644,2.456,2.667,2.89,3.11,3.206,3.349,3.492,3.588,3.68,3.783,3.972,4.362,5.145,6.265,6.946,7.351,7.324,6.817,6.297,6.106,6.09,5.948,5.774,5.816,5.831,5.725,5.592,5.496,5.637,6.188,7.993,11.295,16.125,22.63,28.888,32.944,33.605,35.686,36.166,36.556,36.87,36.821,37.625,37.028,37.368,37.632,37.885,37.668,37.451,37.062,36.999
0.953,843.319,0.61,-167.456,2.151,1725.3,0.655,-344.233,3.123,3.118,64.905,0.813,0.582,-0.347,-0.016,0.761,0.137,6.353,5.407,3.96,2.989,5.219,3.96,38.38,5.99,7.738,1.881,2.032,2.232,2.398,2.475,2.574,2.657,2.71,2.767,2.823,2.974,3.32,4.083,5.128,5.78,6.139,6.052,5.498,4.947,4.71,4.638,4.439,4.211,4.176,4.132,3.958,3.79,3.641,3.743,4.28,6.061,9.414,14.511,21.317,28.724,33.63,35.933,37.114,37.821,37.982,38.272,38.176,38.186,38.811,38.792,39.448,38.838,39.047,38.882,39.459,38.946
1.028,520.889,0.641,-131.135,0.942,463.333,0.841,-118.95,4.194,4.169,84.592,0.902,0.806,-0.015,0.32,0.839,0.258,10.449,8.432,6.908,2.577,4.803,2.835,54.984,5.83,6.953,1.559,1.777,1.922,2.083,2.132,2.208,2.281,2.329,2.309,2.361,2.484,2.869,3.775,5.03,5.711,5.992,5.786,4.982,4.258,3.893,3.796,3.55,3.239,3.146,3.064,2.839,2.626,2.464,2.591,3.114,5.054,8.852,15.383,25.831,38.024,47.883,49.952,54.526,55.271,55.575,55.169,56.19,56.216,55.62,55.534,56.005,56.442,55.922,54.683,54.726,52.93
0.767,357.582,0.692,-72.054,2.976,1406.783,0.855,-360.967,4.486,4.453,84.65,0.902,0.765,-0.013,0.322,0.838,0.264,10.339,8.357,7.108,2.373,4.465,2.599,50.632,5.411,6.244,1.517,1.635,1.807,1.924,1.966,2.03,2.084,2.095,2.101,2.139,2.296,2.681,3.556,4.698,5.305,5.558,5.37,4.629,3.922,3.651,3.497,3.259,2.96,2.892,2.81,2.63,2.395,2.255,2.359,2.852,4.533,7.956,13.95,23.453,34.426,43.056,47.699,49.622,50.411,50.669,51.199,51.289,51.278,51.485,51.246,51.488,51.217,51.026,50.95,51.463,48.441
1.474,818.758,0.905,-204.158,2.383,1040.817,0.917,-284.217,5.217,5.163,92.288,0.918,0.789,0.077,0.4,0.865,0.257,12.795,10.411,8.513,2.044,3.753,2.22,51.778,4.538,5.443,1.293,1.423,1.583,1.645,1.71,1.769,1.811,1.823,1.839,1.852,1.983,2.278,2.994,3.931,4.445,4.664,4.504,3.871,3.319,3.086,2.966,2.763,2.524,2.477,2.392,2.256,2.046,1.926,1.996,2.446,3.913,6.973,12.798,21.555,32.835,42.229,45.943,50.294,51.141,51.75,52.207,51.908,52.572,51.773,52.91,53.381,52.983,53.034,53.895,51.811,51.069
1.73,1007.009,0.854,-245.49,3.145,1394.45,0.923,-393.433,5.228,5.163,88.368,0.922,0.796,0.103,0.422,0.869,0.267,13.247,10.715,8.927,1.967,3.663,2.12,52.188,4.455,5.257,1.265,1.407,1.534,1.641,1.63,1.702,1.733,1.764,1.766,1.775,1.896,2.197,2.901,3.849,4.363,4.589,4.412,3.783,3.219,2.982,2.869,2.66,2.433,2.371,2.283,2.157,1.957,1.831,1.905,2.338,3.758,6.756,12.487,21.075,32.53,42.467,45.793,51.128,52.098,52.688,52.543,52.765,53.751,53.728,52.694,52.971,52.697,53.161,54.082,52.698,50.016
2.065,1008.691,0.93,-257.899,3.141,1596.133,0.937,-471.783,5.239,5.164,91.794,0.92,0.806,0.09,0.411,0.873,0.239,13.694,11.25,8.789,1.925,3.632,2.229,53.372,4.357,5.452,1.171,1.286,1.437,1.539,1.567,1.644,1.696,1.715,1.724,1.744,1.863,2.163,2.854,3.738,4.257,4.471,4.343,3.785,3.264,3.046,2.935,2.755,2.53,2.479,2.419,2.283,2.073,1.917,1.976,2.458,3.974,6.931,12.349,20.728,32.226,42.352,47.446,51.449,52.838,53.348,53.239,54.131,54.897,54.014,54.786,54.541,54.316,54.584,54.358,54.274,52.36
1.194,534.52,0.817,-129.927,1.267,497.467,0.942,-120.4,5.254,5.164,90.976,0.896,0.797,-0.048,0.29,0.857,0.168,11.945,10.109,7.47,2.438,4.215,3.0,54.562,4.911,6.442,1.407,1.558,1.734,1.887,1.968,2.066,2.156,2.186,2.222,2.257,2.414,2.745,3.454,4.338,4.812,5.025,4.897,4.331,3.832,3.664,3.581,3.414,3.234,3.222,3.183,3.035,2.836,2.67,2.74,3.317,4.964,7.919,13.025,21.919,33.334,43.713,48.188,52.461,53.794,54.524,54.994,54.981,55.85,55.918,55.687,55.821,55.749,55.96,56.26,55.602,52.647
1.531,1046.042,0.888,-257.888,1.676,825.183,0.947,-191.1,5.235,5.113,88.633,0.897,0.731,-0.041,0.297,0.853,0.188,11.598,9.736,7.28,2.124,3.774,2.579,47.545,4.428,5.742,1.302,1.443,1.586,1.711,1.765,1.843,1.895,1.916,1.929,1.972,2.086,2.363,2.988,3.818,4.308,4.536,4.441,3.933,3.474,3.275,3.191,3.033,2.842,2.817,2.745,2.611,2.434,2.277,2.34,2.825,4.353,7.131,11.853,19.484,29.511,38.135,42.035,45.56,46.537,46.885,47.482,47.855,48.076,48.081,48.617,48.989,48.84,48.971,49.715,48.363,47.167
1.377,743.662,0.823,-189.975,2.547,1655.817,0.953,-444.383,5.142,4.957,93.389,0.89,0.736,-0.073,0.266,0.846,0.182,10.959,9.248,6.889,2.257,4.061,2.813,48.566,4.739,6.156,1.315,1.466,1.621,1.769,1.835,1.915,1.987,2.029,2.046,2.082,2.228,2.542,3.226,4.106,4.618,4.838,4.761,4.241,3.745,3.555,3.457,3.286,3.089,3.054,2.996,2.86,2.65,2.471,2.557,3.103,4.711,7.601,12.702,20.679,30.77,39.444,42.552,46.729,47.735,48.131,48.898,49.121,49.844,49.406,49.681,50.317,49.99,50.05,49.711,49.103,47.223
1.226,646.171,0.823,-185.279,2.58,1489.05,0.948,-498.483,5.049,4.802,93.489,0.888,0.774,-0.086,0.255,0.846,0.17,10.947,9.276,6.67,2.471,4.418,3.136,52.785,5.137,6.882,1.505,1.627,1.848,1.906,1.985,2.092,2.17,2.2,2.236,2.281,2.447,2.779,3.566,4.498,5.034,5.257,5.12,4.583,4.047,3.903,3.756,3.541,3.351,3.327,3.3,3.217,2.941,2.79,2.896,3.481,5.282,8.483,13.889,22.62,33.252,42.234,46.66,50.052,51.399,51.814,52.711,52.995,53.266,53.868,53.707,54.481,54.866,55.201,54.266,53.964,52.522
1.482,836.841,0.821,-217.301,2.278,1416.333,0.947,-343.433,4.957,4.647,92.298,0.879,0.687,-0.125,0.217,0.836,0.163,10.183,8.681,6.469,2.304,3.97,2.855,44.399,4.586,5.944,1.373,1.521,1.699,1.817,1.88,1.959,2.054,2.086,2.124,2.153,2.288,2.573,3.195,4.01,4.467,4.681,4.612,4.148,3.681,3.511,3.429,3.293,3.092,3.09,3.021,2.879,2.706,2.56,2.615,3.112,4.609,7.28,11.942,19.073,28.204,35.909,38.804,42.792,43.605,44.613,44.871,44.927,45.384,45.131,45.731,45.645,45.911,45.687,44.931,44.874,43.077
1.225,837.861,0.817,-189.878,2.002,1457.283,0.938,-372.283,4.962,4.53,83.682,0.874,0.651,-0.148,0.195,0.829,0.161,9.727,8.327,5.994,2.148,3.848,2.782,41.281,4.426,5.902,1.262,1.389,1.531,1.666,1.745,1.836,1.899,1.93,1.964,2.009,2.134,2.415,2.998,3.752,4.256,4.544,4.477,4.066,3.655,3.486,3.402,3.252,3.069,3.044,2.985,2.837,2.621,2.458,2.506,3.022,4.577,7.227,11.535,18.3,26.646,33.586,36.159,39.6,40.32,40.525,41.172,41.778,42.112,42.249,42.045,42.409,42.983,42.009,42.901,41.987,40.959
1.26,722.987,0.813,-158.651,1.913,1264.15,0.939,-350.15,4.964,4.472,84.16,0.872,0.674,-0.154,0.189,0.828,0.159,9.64,8.263,5.986,2.25,4.097,2.974,43.59,4.706,6.24,1.293,1.423,1.572,1.716,1.805,1.893,1.971,2.026,2.052,2.082,2.234,2.555,3.191,4.037,4.556,4.801,4.761,4.325,3.888,3.699,3.612,3.445,3.263,3.247,3.178,3.02,2.803,2.63,2.682,3.256,4.85,7.629,12.281,19.342,28.012,35.227,38.13,41.314,42.291,42.905,43.554,43.695,44.133,44.268,44.684,45.036,44.91,45.169,45.447,44.922,43.39
1.103,849.598,0.813,-211.194,1.857,1548.167,0.936,-381.017,4.898,4.288,83.763,0.867,0.671,-0.175,0.168,0.824,0.15,9.377,8.047,5.756,2.315,4.207,3.109,43.652,4.825,6.462,1.305,1.45,1.6,1.751,1.851,1.946,2.026,2.081,2.112,2.163,2.311,2.626,3.253,4.091,4.644,4.929,4.902,4.451,4.011,3.82,3.757,3.614,3.407,3.378,3.323,3.164,2.951,2.762,2.812,3.371,5.046,7.877,12.544,19.419,28.125,35.107,37.709,40.925,42.247,42.639,43.411,43.638,44.508,44.679,44.602,44.934,45.198,45.267,44.25,46.017,44.761
1.023,718.142,0.749,-158.823,1.22,997.5,0.937,-245.617,4.81,4.044,84.722,0.863,0.688,-0.192,0.151,0.818,0.152,8.994,7.744,5.459,2.473,4.574,3.368,45.71,5.228,7.077,1.374,1.507,1.677,1.839,1.917,2.04,2.131,2.193,2.239,2.278,2.452,2.85,3.6,4.529,5.086,5.333,5.264,4.811,4.344,4.13,4.066,3.894,3.666,3.634,3.584,3.419,3.183,2.99,3.067,3.701,5.523,8.631,13.526,20.895,30.015,37.414,38.836,43.756,44.809,45.286,46.142,46.497,46.06,45.942,46.619,47.391,48.162,47.121,47.226,46.837,44.97
1.072,889.801,0.811,-213.417,1.633,1421.083,0.929,-374.8,4.677,3.677,79.438,0.843,0.601,-0.26,0.081,0.801,0.13,8.047,6.999,4.673,2.274,4.244,3.267,38.394,4.8,6.768,1.281,1.408,1.57,1.684,1.781,1.876,1.957,2.027,2.069,2.121,2.276,2.612,3.257,4.102,4.618,4.909,4.873,4.497,4.107,3.954,3.879,3.738,3.567,3.544,3.502,3.311,3.102,2.895,2.947,3.566,5.35,8.187,12.554,18.953,26.165,32.064,32.979,36.604,37.481,38.022,38.8,38.967,39.249,39.246,39.577,39.654,39.669,39.934,39.719,38.68,37.326
0.963,859.538,0.858,-227.232,1.432,1304.9,0.912,-346.133,4.589,3.433,80.282,0.822,0.619,-0.324,0.011,0.787,0.099,7.381,6.508,4.124,2.69,4.949,4.058,41.472,5.524,8.093,1.542,1.668,1.848,1.984,2.091,2.219,2.318,2.391,2.436,2.533,2.705,3.096,3.82,4.736,5.309,5.622,5.641,5.248,4.845,4.677,4.64,4.504,4.308,4.348,4.292,4.108,3.864,3.621,3.71,4.464,6.481,9.705,14.413,20.93,28.328,34.011,36.794,38.917,39.989,40.136,40.646,41.676,41.652,42.304,42.341,42.826,43.259,43.456,43.366,43.232,41.488
0.784,901.551,0.856,-200.126,1.175,1343.0,0.908,-268.833,4.501,3.189,77.282,0.791,0.533,-0.4,-0.077,0.763,0.071,6.443,5.757,3.386,2.498,4.687,4.069,34.885,5.163,7.955,1.34,1.479,1.63,1.816,1.903,2.028,2.128,2.213,2.27,2.354,2.545,2.897,3.547,4.361,4.916,5.265,5.308,5.001,4.673,4.561,4.548,4.459,4.288,4.326,4.285,4.127,3.893,3.668,3.73,4.454,6.523,9.386,13.6,18.968,24.854,29.416,30.463,32.935,33.564,34.081,34.681,34.938,35.415,35.506,35.676,36.159,35.762,36.113,35.861,36.59,35.525
0.651,884.889,0.845,-246.71,1.039,1396.217,0.902,-315.6,4.327,2.783,73.233,0.756,0.5,-0.471,-0.163,0.738,0.041,5.623,5.121,2.775,2.701,5.08,4.678,33.644,5.497,8.913,1.425,1.559,1.777,1.893,2.032,2.176,2.287,2.377,2.448,2.563,2.761,3.139,3.855,4.67,5.219,5.604,5.668,5.42,5.123,5.074,5.087,4.974,4.863,4.903,4.91,4.716,4.489,4.244,4.331,5.15,7.379,10.447,14.28,19.528,24.542,28.266,30.192,31.216,32.158,32.515,33.116,33.555,33.506,33.701,34.54,34.867,35.9,35.228,35.301,34.901,33.963
0.618,810.858,0.826,-223.921,0.645,861.767,0.868,-228.533,4.153,2.378,65.07,0.725,0.498,-0.523,-0.23,0.723,0.003,5.23,4.83,2.432,3.059,5.662,5.63,35.278,6.052,10.279,1.58,1.743,1.973,2.115,2.273,2.443,2.584,2.695,2.803,2.916,3.151,3.573,4.303,5.178,5.782,6.136,6.237,6.021,5.762,5.761,5.78,5.721,5.641,5.731,5.761,5.668,5.436,5.199,5.319,6.294,8.684,11.874,16.254,21.286,26.207,29.17,30.486,32.582,33.306,33.949,34.627,35.005,35.414,35.568,36.228,36.724,37.439,37.819,38.137,36.653,35.24
0.457,784.996,0.819,-156.714,0.652,1293.05,0.88,-210.333,3.921,1.837,48.958,0.657,0.303,-0.611,-0.349,0.683,-0.047,4.304,4.1,1.873,2.112,3.742,4.114,19.845,3.891,6.908,1.056,1.167,1.342,1.447,1.571,1.693,1.797,1.874,1.968,2.061,2.211,2.434,2.861,3.348,3.683,3.935,4.056,3.987,3.889,3.924,3.991,3.989,3.984,4.062,4.14,4.09,3.996,3.91,4.024,4.574,5.969,7.847,9.947,12.764,15.04,16.664,17.913,17.987,18.618,19.099,19.249,19.409,20.04,20.429,20.093,20.503,21.141,21.426,20.734,21.261,19.767
0.346,812.359,0.801,-146.965,-0.056,100.717,0.804,-50.217,3.748,1.432,47.327,0.548,0.347,-0.708,-0.49,0.617,-0.105,3.228,3.195,1.244,4.053,6.961,8.59,29.426,7.015,13.113,1.837,2.097,2.428,2.707,2.953,3.197,3.437,3.642,3.806,4.0,4.285,4.69,5.367,6.099,6.656,7.065,7.322,7.374,7.383,7.59,7.789,7.911,8.027,8.279,8.425,8.449,8.403,8.338,8.598,9.641,11.815,14.411,17.246,20.13,22.577,24.423,24.775,26.36,27.224,27.638,28.274,28.792,29.345,29.953,30.522,31.106,31.363,31.81,32.227,31.425,30.584
0.215,832.069,0.799,-108.717,0.329,1296.667,0.852,-126.8,3.516,0.892,24.135,0.489,0.186,-0.746,-0.549,0.61,-0.172,3.124,3.214,1.021,1.839,3.45,4.88,14.227,3.376,7.039,0.636,0.737,0.908,1.0,1.161,1.326,1.453,1.575,1.719,1.862,2.025,2.223,2.529,2.864,3.144,3.401,3.584,3.724,3.793,3.914,4.098,4.211,4.332,4.491,4.65,4.728,4.817,4.911,5.092,5.468,6.472,7.606,8.602,9.833,10.815,11.514,15.204,12.293,12.921,13.086,13.563,13.782,13.305,14.135,14.71,14.843,15.061,15.15,15.274,15.126,14.951
0.176,774.482,0.788,-61.232,0.242,1023.483,0.821,-73.35,3.226,0.216,14.618,0.35,0.175,-0.812,-0.656,0.506,-0.189,2.045,2.192,0.619,4.096,6.263,9.178,19.07,5.974,11.776,1.859,2.118,2.395,2.707,2.891,3.184,3.446,3.704,3.959,4.195,4.47,4.753,5.059,5.394,5.683,5.973,6.268,6.557,6.842,7.165,7.429,7.731,8.015,8.336,8.63,8.911,9.089,9.319,9.636,10.328,11.29,12.262,13.252,14.113,14.955,15.563,14.62,16.617,17.396,17.622,18.106,18.438,19.093,19.562,19.828,20.417,20.339,20.58,21.054,21.402,20.979
0.22,335.348,0.248,-77.175,0.526,1424.283,0.317,-243.8,0.388,0.387,29.03,0.443,0.303,-0.771,-0.589,0.483,-0.051,1.867,1.761,0.829,7.468,11.111,12.31,31.861,11.539,17.423,4.773,5.045,5.405,5.733,6.032,6.343,6.619,6.91,7.128,7.421,7.764,8.294,9.264,10.446,11.179,11.652,11.787,11.578,11.268,11.351,11.477,11.525,11.576,11.768,11.969,12.068,12.112,12.257,12.575,13.424,15.709,19.137,22.754,25.949,27.875,29.11,29.502,30.421,30.582,30.885,31.378,31.506,31.753,32.199,32.397,32.768,32.892,33.013,33.137,33.51,31.972
0.551,820.465,0.488,-153.308,0.708,1052.083,0.498,-233.417,0.933,0.931,45.713,0.548,0.38,-0.708,-0.49,0.564,-0.024,2.591,2.392,1.244,6.183,9.429,9.896,33.855,9.98,15.087,4.034,4.285,4.557,4.792,5.032,5.256,5.478,5.701,5.871,6.082,6.385,6.847,7.844,9.019,9.684,10.093,10.164,9.832,9.398,9.378,9.447,9.408,9.386,9.558,9.655,9.711,9.686,9.76,10.069,10.834,13.215,16.958,21.398,25.841,29.011,30.707,32.889,32.067,32.656,32.863,33.145,33.198,33.232,33.524,34.266,34.886,34.958,34.975,35.372,34.669,35.131
0.75,990.907,0.523,-214.74,1.002,1378.3,0.548,-268.65,1.259,1.257,55.182,0.642,0.464,-0.627,-0.371,0.628,0.023,3.375,3.024,1.685,5.249,8.502,8.114,37.192,9.241,13.853,3.434,3.637,3.861,4.095,4.233,4.44,4.625,4.783,4.945,5.083,5.335,5.863,6.917,8.22,8.931,9.382,9.411,8.871,8.353,8.202,8.229,8.09,7.932,8.019,8.06,7.967,7.896,7.867,8.104,8.883,11.562,16.143,22.013,27.315,31.723,34.106,34.68,35.956,36.467,36.496,36.551,37.034,37.398,37.641,37.579,37.711,37.789,38.367,39.12,38.572,36.514
0.682,1066.0,0.621,-180.472,0.815,1710.933,0.573,-291.167,1.586,1.583,56.503,0.667,0.469,-0.6,-0.333,0.655,0.02,3.802,3.431,1.915,4.627,7.478,7.184,35.907,8.103,12.318,2.973,3.179,3.407,3.591,3.724,3.895,4.076,4.211,4.35,4.489,4.731,5.164,6.103,7.229,7.86,8.212,8.238,7.815,7.378,7.243,7.22,7.163,7.026,7.122,7.119,7.073,6.974,6.969,7.171,7.859,10.298,14.337,19.749,25.035,29.639,32.201,33.415,34.309,34.88,35.075,35.267,35.545,36.014,36.017,36.78,36.82,36.75,37.117,37.043,37.476,36.094
0.702,567.68,0.644,-141.032,0.779,518.95,0.76,-135.633,1.944,1.937,74.897,0.815,0.666,-0.343,-0.011,0.76,0.142,6.347,5.318,3.228,3.613,6.402,4.808,47.04,7.445,11.126,2.411,2.561,2.731,2.912,2.983,3.103,3.199,3.27,3.32,3.386,3.565,3.99,5.074,6.503,7.266,7.64,7.429,6.66,5.915,5.629,5.507,5.275,4.995,4.98,4.898,4.712,4.569,4.487,4.66,5.348,8.343,13.91,21.927,31.129,38.656,43.249,46.337,45.749,46.188,46.476,46.812,46.595,46.671,47.336,47.567,47.682,47.952,47.996,48.294,47.947,45.999
0.764,1077.815,0.704,-187.187,1.033,880.85,0.793,-172.667,2.275,2.265,70.097,0.776,0.623,-0.432,-0.116,0.721,0.126,5.157,4.409,2.626,4.178,7.362,5.72,45.327,8.38,12.502,2.538,2.745,3.013,3.222,3.361,3.538,3.673,3.74,3.826,3.953,4.163,4.691,5.84,7.305,8.113,8.551,8.477,7.748,6.99,6.684,6.554,6.322,6.035,6.021,5.876,5.64,5.436,5.281,5.471,6.318,9.635,15.369,22.621,30.463,37.226,41.528,43.261,44.288,44.74,44.76,45.007,45.381,45.531,45.538,45.931,46.245,46.108,46.129,46.391,45.854,44.739
0.755,775.705,0.704,-174.247,1.213,1663.317,0.76,-366.767,2.524,2.51,82.19,0.853,0.675,-0.226,0.117,0.8,0.168,7.996,6.656,4.062,2.697,5.0,3.559,44.981,5.875,8.885,1.688,1.831,1.987,2.121,2.19,2.295,2.37,2.403,2.451,2.495,2.647,3.008,3.905,5.092,5.725,6.002,5.898,5.22,4.598,4.351,4.21,4.007,3.792,3.771,3.655,3.508,3.345,3.257,3.406,3.972,6.458,11.312,18.808,27.578,35.508,40.747,42.216,44.006,44.527,44.814,45.16,45.191,45.556,45.461,45.389,46.002,45.787,45.628,45.807,45.531,43.636
0.763,661.647,0.751,-161.383,1.514,1588.3,0.887,-448.617,2.831,2.816,90.707,0.908,0.833,0.017,0.348,0.84,0.285,10.499,8.269,5.193,2.493,4.994,2.776,57.431,6.196,9.273,1.761,1.856,1.997,2.033,2.072,2.146,2.183,2.184,2.202,2.236,2.361,2.746,3.883,5.388,6.109,6.392,6.086,5.166,4.271,3.943,3.711,3.395,3.096,3.041,2.907,2.743,2.503,2.443,2.611,3.185,6.136,12.41,22.176,34.203,44.538,51.397,55.545,56.201,56.903,57.057,57.607,57.72,57.859,58.356,57.858,58.265,58.804,58.904,57.525,57.643,55.216
0.895,906.653,0.787,-174.779,1.522,1451.05,0.918,-309.417,3.138,3.122,92.87,0.922,0.891,0.103,0.422,0.861,0.297,12.339,9.668,5.962,2.273,4.702,2.549,62.723,5.88,9.01,1.546,1.656,1.795,1.864,1.888,1.942,1.986,2.013,2.026,2.044,2.176,2.503,3.498,4.972,5.773,6.051,5.816,4.918,4.055,3.725,3.512,3.227,2.893,2.837,2.681,2.544,2.256,2.187,2.393,2.945,5.835,12.185,21.964,35.132,48.014,56.584,59.323,62.622,63.268,64.068,64.153,63.617,63.109,62.997,64.03,63.766,64.196,63.172,62.576,62.182,57.764
0.927,826.71,0.816,-179.797,1.188,1447.2,0.94,-327.467,3.956,3.937,91.838,0.93,0.801,0.16,0.468,0.871,0.313,13.445,10.599,6.189,1.753,3.601,1.884,52.01,4.484,7.235,1.247,1.315,1.41,1.477,1.506,1.539,1.57,1.563,1.57,1.581,1.661,1.908,2.637,3.71,4.322,4.639,4.491,3.809,3.183,2.878,2.736,2.498,2.243,2.18,2.049,1.847,1.682,1.587,1.678,2.168,4.656,9.813,17.802,28.301,38.51,45.784,49.859,50.899,51.309,51.38,51.825,52.435,52.427,52.622,52.753,52.49,53.402,52.049,53.574,51.939,51.192
1.042,798.72,0.831,-186.082,1.487,1219.017,0.96,-291.533,4.143,4.109,96.45,0.925,0.852,0.121,0.437,0.866,0.295,12.886,10.231,6.312,2.184,4.171,2.27,57.916,5.157,7.921,1.561,1.647,1.767,1.821,1.869,1.934,1.947,1.974,1.965,1.98,2.092,2.367,3.217,4.437,5.063,5.314,5.094,4.332,3.617,3.308,3.158,2.892,2.611,2.536,2.416,2.249,2.064,1.957,2.098,2.571,5.047,10.795,19.722,31.501,42.933,50.523,54.451,56.322,57.046,57.323,57.59,58.2,58.291,59.34,59.088,58.737,58.509,58.723,59.505,59.715,55.896
0.922,881.689,0.827,-209.567,1.558,1606.15,0.963,-375.333,4.218,4.178,89.137,0.936,0.836,0.206,0.505,0.885,0.299,15.382,12.191,7.231,1.681,3.37,1.818,55.199,4.185,6.706,1.185,1.248,1.311,1.395,1.431,1.473,1.497,1.52,1.513,1.529,1.61,1.83,2.476,3.454,4.041,4.33,4.183,3.564,2.987,2.701,2.589,2.373,2.138,2.077,1.975,1.808,1.649,1.548,1.623,2.044,4.205,9.208,17.264,28.021,39.217,47.043,50.992,52.83,54.04,54.321,54.894,55.361,55.786,56.374,55.91,56.114,56.274,56.44,55.79,56.95,55.914
1.019,786.464,0.825,-202.875,1.218,968.033,0.802,-255.033,4.367,4.316,87.466,0.935,0.828,0.194,0.495,0.884,0.291,15.258,12.16,7.388,1.743,3.351,1.839,54.478,4.14,6.495,1.256,1.275,1.368,1.444,1.482,1.527,1.565,1.579,1.586,1.591,1.666,1.893,2.54,3.504,4.036,4.277,4.106,3.509,2.937,2.682,2.568,2.347,2.13,2.068,1.983,1.838,1.673,1.585,1.669,2.059,4.037,8.952,16.991,27.885,38.999,46.964,49.977,53.032,53.845,54.349,55.119,55.283,55.032,54.787,55.317,55.792,56.451,55.015,55.119,54.59,53.456
1.08,975.321,0.892,-233.712,1.728,1469.617,0.97,-403.433,4.305,4.229,84.827,0.931,0.798,0.168,0.475,0.882,0.274,14.996,12.05,6.943,1.661,3.229,1.84,51.652,3.958,6.502,1.203,1.248,1.328,1.394,1.422,1.463,1.493,1.512,1.508,1.512,1.589,1.805,2.408,3.317,3.837,4.098,3.939,3.406,2.876,2.649,2.532,2.344,2.114,2.074,1.994,1.845,1.679,1.57,1.647,2.071,4.114,8.89,16.666,26.883,37.144,44.925,46.286,50.144,51.071,51.952,52.418,52.727,52.807,52.674,52.969,52.996,52.8,53.339,52.756,51.339,48.503
